Column number;id_doc;original_name;normalized_name;latitude;longitude;id_wkd;type_place;longTitle;shortTitle;pubPlace;printer;date;type_text;genre;url
3937;Ner_Varios_440;Monottier;Le Monêtier-les-Bains;44,97611111;6,508611111;Q1020881;Pueblos/ciudades/regiones;Verídica y maravillosa historia de las célebres aventuras de anselno collet, ó sea El Doctor de la ciencia de la estafa.;El Doctor de la ciencia de la estafa.;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_440.xml
3983;Ner_Varios_440;Mediodia;Mediodía francés;;;Q1237299;Pueblos/ciudades/regiones;Verídica y maravillosa historia de las célebres aventuras de anselno collet, ó sea El Doctor de la ciencia de la estafa.;El Doctor de la ciencia de la estafa.;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_440.xml
3973;Ner_Varios_440;la Mayen ne;Mayenne;48,16666667;-0,666666667;Q12620;Pueblos/ciudades/regiones;Verídica y maravillosa historia de las célebres aventuras de anselno collet, ó sea El Doctor de la ciencia de la estafa.;El Doctor de la ciencia de la estafa.;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_440.xml
3914;Ner_Varios_440;Gaeta;Gaeta;41,21666667;13,56666667;Q128089;Pueblos/ciudades/regiones;Verídica y maravillosa historia de las célebres aventuras de anselno collet, ó sea El Doctor de la ciencia de la estafa.;El Doctor de la ciencia de la estafa.;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_440.xml
3933;Ner_Varios_440;Gap;Gap;44,55861111;6,077777778;Q175081;Pueblos/ciudades/regiones;Verídica y maravillosa historia de las célebres aventuras de anselno collet, ó sea El Doctor de la ciencia de la estafa.;El Doctor de la ciencia de la estafa.;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_440.xml
3936;Ner_Varios_440;Gap;Gap;44,55861111;6,077777778;Q175081;Pueblos/ciudades/regiones;Verídica y maravillosa historia de las célebres aventuras de anselno collet, ó sea El Doctor de la ciencia de la estafa.;El Doctor de la ciencia de la estafa.;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_440.xml
3873;Ner_Varios_440;Belley;Belley;45,75916667;5,688055556;Q188496;Pueblos/ciudades/regiones;Verídica y maravillosa historia de las célebres aventuras de anselno collet, ó sea El Doctor de la ciencia de la estafa.;El Doctor de la ciencia de la estafa.;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_440.xml
3877;Ner_Varios_440;Belley;Belley;45,75916667;5,688055556;Q188496;Pueblos/ciudades/regiones;Verídica y maravillosa historia de las célebres aventuras de anselno collet, ó sea El Doctor de la ciencia de la estafa.;El Doctor de la ciencia de la estafa.;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_440.xml
3876;Ner_Varios_440;Montone;Montone;43,36222222;12,32722222;Q20487;Pueblos/ciudades/regiones;Verídica y maravillosa historia de las célebres aventuras de anselno collet, ó sea El Doctor de la ciencia de la estafa.;El Doctor de la ciencia de la estafa.;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_440.xml
3995;Ner_Varios_440;Campo de Marte;Campo de Marte;48,85613;2,29803;Q217925;Sitios naturales;Verídica y maravillosa historia de las célebres aventuras de anselno collet, ó sea El Doctor de la ciencia de la estafa.;El Doctor de la ciencia de la estafa.;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_440.xml
4021;Ner_Varios_440;Rochebacour;Rocamadour;44,79944444;1,617777778;Q382628;Pueblos/ciudades/regiones;Verídica y maravillosa historia de las célebres aventuras de anselno collet, ó sea El Doctor de la ciencia de la estafa.;El Doctor de la ciencia de la estafa.;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_440.xml
4038;Ner_Varios_440;Rochebacour;Rocamadour;44,79944444;1,617777778;Q382628;Pueblos/ciudades/regiones;Verídica y maravillosa historia de las célebres aventuras de anselno collet, ó sea El Doctor de la ciencia de la estafa.;El Doctor de la ciencia de la estafa.;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_440.xml
3907;Ner_Varios_440;Cápua;Capua;41,10555556;14,21388889;Q58477;Pueblos/ciudades/regiones;Verídica y maravillosa historia de las célebres aventuras de anselno collet, ó sea El Doctor de la ciencia de la estafa.;El Doctor de la ciencia de la estafa.;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_440.xml
3909;Ner_Varios_440;Cápua;Capua;41,10555556;14,21388889;Q58477;Pueblos/ciudades/regiones;Verídica y maravillosa historia de las célebres aventuras de anselno collet, ó sea El Doctor de la ciencia de la estafa.;El Doctor de la ciencia de la estafa.;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_440.xml
3920;Ner_Varios_440;Plaza Colonna;Plaza Colonna;41,901056;12,479917;Q63785;Pueblos/ciudades/regiones;Verídica y maravillosa historia de las célebres aventuras de anselno collet, ó sea El Doctor de la ciencia de la estafa.;El Doctor de la ciencia de la estafa.;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_440.xml
3990;Ner_Varios_440;Aviñon;Aviñón;43,94861111;4,808333333;Q6397;Pueblos/ciudades/regiones;Verídica y maravillosa historia de las célebres aventuras de anselno collet, ó sea El Doctor de la ciencia de la estafa.;El Doctor de la ciencia de la estafa.;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_440.xml
4010;Ner_Varios_440;Pausin;Pouillat;46,32722222;5,428333333;Q646670;Pueblos/ciudades/regiones;Verídica y maravillosa historia de las célebres aventuras de anselno collet, ó sea El Doctor de la ciencia de la estafa.;El Doctor de la ciencia de la estafa.;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_440.xml
3940;Ner_Varios_440;monte Cénis;Mont Cenis;45,20641667;6,95769444;Q7984158;Sitios naturales;Verídica y maravillosa historia de las célebres aventuras de anselno collet, ó sea El Doctor de la ciencia de la estafa.;El Doctor de la ciencia de la estafa.;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_440.xml
3916;Ner_Varios_440;Terracini;Terracina;41,28333333;13,25;Q128226;Pueblos/ciudades/regiones;Verídica y maravillosa historia de las célebres aventuras de anselno collet, ó sea El Doctor de la ciencia de la estafa.;El Doctor de la ciencia de la estafa.;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_440.xml
4001;Ner_Varios_440;Tulle;Tulle;45,26583333;1,772222222;Q157713;Pueblos/ciudades/regiones;Verídica y maravillosa historia de las célebres aventuras de anselno collet, ó sea El Doctor de la ciencia de la estafa.;El Doctor de la ciencia de la estafa.;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_440.xml
3974;Ner_Varios_440;Boloña;Bolonia;44,49388889;11,34277778;Q1891;Pueblos/ciudades/regiones;Verídica y maravillosa historia de las célebres aventuras de anselno collet, ó sea El Doctor de la ciencia de la estafa.;El Doctor de la ciencia de la estafa.;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_440.xml
3927;Ner_Varios_440;Mandoví;Mondovì;44,38333333;7,816666667;Q20188;Pueblos/ciudades/regiones;Verídica y maravillosa historia de las célebres aventuras de anselno collet, ó sea El Doctor de la ciencia de la estafa.;El Doctor de la ciencia de la estafa.;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_440.xml
4000;Ner_Varios_440;Calenne;Callen;44,29833333;-0,476111111;Q2529198;Pueblos/ciudades/regiones;Verídica y maravillosa historia de las célebres aventuras de anselno collet, ó sea El Doctor de la ciencia de la estafa.;El Doctor de la ciencia de la estafa.;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_440.xml
3939;Ner_Varios_440;Tarantaise;Tarentaise;45,55;6,65;Q981024;Pueblos/ciudades/regiones;Verídica y maravillosa historia de las célebres aventuras de anselno collet, ó sea El Doctor de la ciencia de la estafa.;El Doctor de la ciencia de la estafa.;Madrid;José María Marés;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_440.xml
4043;Ner_Varios_441;Babel;Babel;;;Q277372;Pueblos/ciudades/regiones;Historia Verdadera y Espantosa del Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Madrid;Sucesores de Hernando;[s.a.];Historias;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_441.xml
4044;Ner_Varios_441;Babilonia;Babilonia;32,5425;44,42111111;Q5684;Países/reinos/imperios/continentes;Historia Verdadera y Espantosa del Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Madrid;Sucesores de Hernando;[s.a.];Historias;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_441.xml
4045;Ner_Varios_441;montes de Armenia.;Monte Ararat;39,70186;44,29842;Q72303;Sitios naturales;Historia Verdadera y Espantosa del Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Madrid;Sucesores de Hernando;[s.a.];Historias;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_441.xml
4046;Ner_Varios_441;Babilonia;Babilonia;32,5425;44,42111111;Q5684;Países/reinos/imperios/continentes;Historia Verdadera y Espantosa del Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Madrid;Sucesores de Hernando;[s.a.];Historias;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_441.xml
4047;Ner_Varios_441;Palestina;Palestina;31,625321;35,145264;Q23792;Pueblos/ciudades/regiones;Historia Verdadera y Espantosa del Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Madrid;Sucesores de Hernando;[s.a.];Historias;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_441.xml
4048;Ner_Varios_441;Palestina;Palestina;31,625321;35,145264;Q23792;Pueblos/ciudades/regiones;Historia Verdadera y Espantosa del Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Madrid;Sucesores de Hernando;[s.a.];Historias;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_441.xml
4049;Ner_Varios_441;Palestina;Palestina;31,625321;35,145264;Q23792;Pueblos/ciudades/regiones;Historia Verdadera y Espantosa del Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Madrid;Sucesores de Hernando;[s.a.];Historias;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_441.xml
4050;Ner_Varios_441;Palestina;Palestina;31,625321;35,145264;Q23792;Pueblos/ciudades/regiones;Historia Verdadera y Espantosa del Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Madrid;Sucesores de Hernando;[s.a.];Historias;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_441.xml
4051;Ner_Varios_441;Armenia;Armenia;40,383333;44,95;Q399;Países/reinos/imperios/continentes;Historia Verdadera y Espantosa del Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Madrid;Sucesores de Hernando;[s.a.];Historias;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_441.xml
4052;Ner_Varios_441;Palestina;Palestina;31,625321;35,145264;Q23792;Pueblos/ciudades/regiones;Historia Verdadera y Espantosa del Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Madrid;Sucesores de Hernando;[s.a.];Historias;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_441.xml
4053;Ner_Varios_441;Armenia;Armenia;40,383333;44,95;Q399;Países/reinos/imperios/continentes;Historia Verdadera y Espantosa del Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Madrid;Sucesores de Hernando;[s.a.];Historias;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_441.xml
4057;Ner_Varios_441;Escorial;El Escorial;40,581608;-4,125124;Q985269;Pueblos/ciudades/regiones;Historia Verdadera y Espantosa del Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Madrid;Sucesores de Hernando;[s.a.];Historias;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_441.xml
4059;Ner_Varios_441;Valle de Josafat;Valle de Josafat;31,78027778;35,24;Q531729;Pueblos/ciudades/regiones;Historia Verdadera y Espantosa del Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Madrid;Sucesores de Hernando;[s.a.];Historias;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_441.xml
4061;Ner_Varios_441;Belén;Belén;31,70444444;35,20611111;Q5776;Pueblos/ciudades/regiones;Historia Verdadera y Espantosa del Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Madrid;Sucesores de Hernando;[s.a.];Historias;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_441.xml
4062;Ner_Varios_441;Jerusalen;Jerusalén;31,77888889;35,22555556;Q1218;Pueblos/ciudades/regiones;Historia Verdadera y Espantosa del Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Madrid;Sucesores de Hernando;[s.a.];Historias;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_441.xml
4063;Ner_Varios_441;Padua;Padua;45,40638889;11,87777778;Q617;Pueblos/ciudades/regiones;Historia Verdadera y Espantosa del Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Madrid;Sucesores de Hernando;[s.a.];Historias;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_441.xml
4058;Ner_Varios_441;Josafat;Valle de Josafat;31,78027778;35,24;Q531729;Pueblos/ciudades/regiones;Historia Verdadera y Espantosa del Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Diluvio Universal, Fundación de Babilonia y la Gran Torre de Babel;Madrid;Sucesores de Hernando;[s.a.];Historias;Sagrado;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_441.xml
4064;Ner_Varios_442;India;India occidental;19;74,15;Q1151567;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4065;Ner_Varios_442;Bagdad;Bagdad;33,31527778;44,36611111;Q1530;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4066;Ner_Varios_442;Bagdad;Bagdad;33,31527778;44,36611111;Q1530;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4067;Ner_Varios_442;Balsora;Basora;30,515;47,81;Q48195;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4068;Ner_Varios_442;indias;Indias Occidentales;21,98333333;-79,03333333;Q669037;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4069;Ner_Varios_442;Bagdad;Bagdad;33,31527778;44,36611111;Q1530;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4070;Ner_Varios_442;India;India occidental;19;74,15;Q1151567;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4071;Ner_Varios_442;Balsora;Basora;30,515;47,81;Q48195;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4072;Ner_Varios_442;Bagdad;Bagdad;33,31527778;44,36611111;Q1530;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4073;Ner_Varios_442;Balsora;Basora;30,515;47,81;Q48195;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4074;Ner_Varios_442;Bagdad;Bagdad;33,31527778;44,36611111;Q1530;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4075;Ner_Varios_442;Rodas;Rodas;36,17;27,92;Q43048;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4076;Ner_Varios_442;Balsora;Basora;30,515;47,81;Q48195;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4077;Ner_Varios_442;Bagdad;Bagdad;33,31527778;44,36611111;Q1530;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4078;Ner_Varios_442;Bagdad;Bagdad;33,31527778;44,36611111;Q1530;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4079;Ner_Varios_442;Balsora;Basora;30,515;47,81;Q48195;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4081;Ner_Varios_442;Bagdad;Bagdad;33,31527778;44,36611111;Q1530;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4082;Ner_Varios_442;Balsora;Basora;30,515;47,81;Q48195;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4083;Ner_Varios_442;Balsora;Basora;30,515;47,81;Q48195;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4084;Ner_Varios_442;Bagdad;Bagdad;33,31527778;44,36611111;Q1530;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4085;Ner_Varios_442;Persia;Irán;32;53;Q794;Países/reinos/imperios/continentes;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4086;Ner_Varios_442;Bagdad;Bagdad;33,31527778;44,36611111;Q1530;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4087;Ner_Varios_442;Serendik;Sri Lanka;7;81;Q854;Países/reinos/imperios/continentes;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4089;Ner_Varios_442;Bagdad;Bagdad;33,31527778;44,36611111;Q1530;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4091;Ner_Varios_442;Bagdad;Bagdad;33,31527778;44,36611111;Q1530;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4093;Ner_Varios_442;India;India occidental;19;74,15;Q1151567;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4094;Ner_Varios_442;Serendib;Sri Lanka;7;81;Q854;Países/reinos/imperios/continentes;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4095;Ner_Varios_442;Indias;Indias Occidentales;21,98333333;-79,03333333;Q669037;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4096;Ner_Varios_442;Serendib;Sri Lanka;7;81;Q854;Países/reinos/imperios/continentes;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4097;Ner_Varios_442;Indias;Indias Occidentales;21,98333333;-79,03333333;Q669037;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4098;Ner_Varios_442;Balsora;Basora;30,515;47,81;Q48195;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4099;Ner_Varios_442;Bagdad;Bagdad;33,31527778;44,36611111;Q1530;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4100;Ner_Varios_442;Serendib;Sri Lanka;7;81;Q854;Países/reinos/imperios/continentes;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4102;Ner_Varios_442;Serendib;Sri Lanka;7;81;Q854;Países/reinos/imperios/continentes;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4103;Ner_Varios_442;Bagdad;Bagdad;33,31527778;44,36611111;Q1530;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4104;Ner_Varios_442;Balsora;Basora;30,515;47,81;Q48195;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4106;Ner_Varios_442;Serendib;Sri Lanka;7;81;Q854;Países/reinos/imperios/continentes;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4107;Ner_Varios_442;Cairo;El Cairo;30,04444444;31,23583333;Q85;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4108;Ner_Varios_442;Suez;Suez;29,96666667;32,53333333;Q134514;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4109;Ner_Varios_442;Alejandría;Alejandría;31,1975;29,8925;Q87;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4110;Ner_Varios_442;indias;Indias Occidentales;21,98333333;-79,03333333;Q669037;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4111;Ner_Varios_442;Serendib;Sri Lanka;7;81;Q854;Países/reinos/imperios/continentes;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4112;Ner_Varios_442;Bagdad;Bagdad;33,31527778;44,36611111;Q1530;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4113;Ner_Varios_442;India;India occidental;19;74,15;Q1151567;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4114;Ner_Varios_442;Bagdad;Bagdad;33,31527778;44,36611111;Q1530;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4115;Ner_Varios_442;Bagdad;Bagdad;33,31527778;44,36611111;Q1530;Pueblos/ciudades/regiones;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
4080;Ner_Varios_442;Salahat;Inclasificable;;;Inclasificables;Inclasificables;Historia de Simbad el marino;;Madrid;Sucesores de Hernando;[s.a.];Historias;Profano;https://desenrollandoelcordel.unige.ch/Pliegos/Varios_442.xml
